"Animal.ID","Name","DateTime","MonthYear","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color"
"A727130","Wihelmina","5/18/16 14:09","5/18/16 14:09","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","3 years","Domestic Shorthair Mix","Blue Tabby"
"A704287","Bevo","5/18/16 14:30","5/18/16 14:30","W Odell St And Guadalupe St in Austin (TX)","Stray","Normal","Dog","Intact Male","11 years","American Staffordshire Terrier Mix","White/Tan"
"A727131","*Clover","5/18/16 14:33","5/18/16 14:33","12409 Turtle Rock Rd in Austin (TX)","Stray","Injured","Cat","Intact Female","4 weeks","Domestic Medium Hair Mix","White/Black"
"A661470","Jack","5/18/16 14:40","5/18/16 14:40","10504 Lake Creek Pkwy in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","8 years","Labrador Retriever Mix","Black"
"A727133","*Ollie","5/18/16 15:03","5/18/16 15:03","1100 W. 49Th St. in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black/White"
"A725503","*Arnie","5/18/16 15:08","5/18/16 15:08","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 year","Domestic Shorthair Mix","Blue"
"A727134","*Bob","5/18/16 15:11","5/18/16 15:11","7108 Creekside Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","3 years","Bichon Frise Mix","White"
"A727140","","5/18/16 15:22","5/18/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","2 years","Chihuahua Shorthair/Jack Russell Terrier","Tan/White"
"A727141","*Larissa","5/18/16 15:22","5/18/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","2 years","Chihuahua Shorthair/Jack Russell Terrier","Red"
"A727142","","5/18/16 15:22","5/18/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair/Jack Russell Terrier","Red"
"A727143","*Louie","5/18/16 15:22","5/18/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair/Jack Russell Terrier","Tan/White"
"A727144","Mal","5/18/16 15:22","5/18/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair/Jack Russell Terrier","Tan/White"
"A727136","*Highway","5/18/16 15:32","5/18/16 15:32","12751 Webberville Rd in Travis (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Calico"
"A718227","Tulsi","5/18/16 15:36","5/18/16 15:36","Mopac Expy & W 35Th in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Toy Poodle Mix","Brown"
"A727139","Jax","5/18/16 15:42","5/18/16 15:42","Harris Ridge Blvd & Merseyside Dr in Travis (TX)","Stray","Normal","Dog","Intact Male","7 years","Boxer Mix","Brown/White"
"A711055","Daisy","5/18/16 15:45","5/18/16 15:45","7601 Dixie Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","11 months","Manchester Terrier/Dachshund","Tricolor"
"A727146","*Clint","5/18/16 15:50","5/18/16 15:50","Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727147","*John Wayne","5/18/16 15:50","5/18/16 15:50","Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727145","*Bosco","5/18/16 15:51","5/18/16 15:51","3449 Willowrun Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Catahoula Mix","Brown Brindle/White"
"A727149","","5/18/16 16:00","5/18/16 16:00","Camacho St And Zach Scott St in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Domestic Shorthair Mix","Orange Tabby"
"A727150","","5/18/16 16:00","5/18/16 16:00","Camacho St And Zach Scott St in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Domestic Shorthair Mix","Orange Tabby"
"A727151","","5/18/16 16:02","5/18/16 16:02","1403 Brandt Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair Mix","Brown Tabby"
"A727152","Milkyway","5/18/16 16:07","5/18/16 16:07","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","1 year","Domestic Medium Hair Mix","Tortie"
"A727153","*Luke","5/18/16 16:12","5/18/16 16:12","Robert Browning & James Wheat in Austin (TX)","Stray","Normal","Dog","Neutered Male","6 years","Labrador Retriever Mix","Black"
"A727154","","5/18/16 16:15","5/18/16 16:15","Brighton & Ramos in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Pointer Mix","Black/White"
"A727155","","5/18/16 16:21","5/18/16 16:21","1801 Wells Branch Pkwy Apt 903 in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Medium Hair Mix","Black"
"A727156","Joe Tucker","5/18/16 16:25","5/18/16 16:25","19304 Blake Manor Rd in Travis (TX)","Public Assist","Normal","Dog","Intact Male","3 years","Weimaraner","Gray"
"A727157","Tomasa","5/18/16 16:25","5/18/16 16:25","19304 Blake Manor Rd in Travis (TX)","Public Assist","Normal","Dog","Intact Female","2 years","Labrador Retriever Mix","Black/White"
"A727158","Hope","5/18/16 16:27","5/18/16 16:27","E 12Th St And Chicon St in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Pit Bull Mix","White/Black"
"A727159","Mr. Buddy","5/18/16 16:42","5/18/16 16:42","1806 W Parmer Ln in Austin (TX)","Stray","Normal","Dog","Intact Male","10 years","Chihuahua Shorthair Mix","Brown/Gray"
"A679873","Red","5/18/16 16:45","5/18/16 16:45","13821 Lothian Dr in Travis (TX)","Stray","Normal","Dog","Spayed Female","2 years","Yorkshire Terrier Mix","Tan"
"A727160","","5/18/16 16:48","5/18/16 16:48","12200 Athens in Manor (TX)","Stray","Normal","Bird","Unknown","1 month","Chicken","White"
"A727161","*Monroe","5/18/16 17:00","5/18/16 17:00","Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","White/Black"
"A727162","Belle","5/18/16 17:10","5/18/16 17:10","8000 Decker Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","German Shepherd Mix","Tan/Black"
"A726568","Zoe","5/18/16 18:34","5/18/16 18:34","2705 Northeast Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","3 years","Wire Hair Fox Terrier Mix","White/Tan"
"A727166","","5/18/16 22:53","5/18/16 22:53","Turkey Creek in Austin (TX)","Wildlife","Normal","Other","Unknown","3 months","Fox Mix","Red/White"
"A727172","*Tuna","5/19/16 8:10","5/19/16 8:10","4106 N Lamar in Austin (TX)","Stray","Nursing","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727173","*Opie","5/19/16 8:10","5/19/16 8:10","4106 N Lamar in Austin (TX)","Stray","Nursing","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue Tabby"
"A727174","","5/19/16 8:18","5/19/16 8:18","620/ Hwy 183 in Austin (TX)","Stray","Injured","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black"
"A727177","","5/19/16 8:36","5/19/16 8:36","South Austin in Austin (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Seal Point"
"A727179","*Hubert","5/19/16 9:30","5/19/16 9:30","10929 Maha Loop Rd in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Dachshund Mix","Brown"
"A727180","*Allen","5/19/16 9:30","5/19/16 9:30","10929 Maha Loop Rd in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Beagle Mix","Brown/White"
"A727182","Ryder","5/19/16 11:15","5/19/16 11:15","Oltorf And Pleasant Valley Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 month","Labrador Retriever Mix","Brown Brindle/White"
"A727184","Magi","5/19/16 11:20","5/19/16 11:20","2002 Blue Meadow Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","3 years","Great Pyrenees Mix","White"
"A727185","Rey","5/19/16 11:29","5/19/16 11:29","1600 Grove Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","7 months","Anatol Shepherd Mix","Tan/Black"
"A709297","Sirius","5/19/16 12:15","5/19/16 12:15","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","German Shepherd Mix","Black/White"
"A727187","Lucas","5/19/16 12:17","5/19/16 12:17","11304 Dessau Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","10 years","Chihuahua Shorthair Mix","Black/White"
"A727188","*Wasabi","5/19/16 13:18","5/19/16 13:18","4402 Nixon Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black/White"
"A727190","Marshmallow","5/19/16 13:50","5/19/16 13:50","1400 E 51St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby/White"
"A727191","Cream Puff","5/19/16 13:50","5/19/16 13:50","1400 E 51St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Cream Tabby/White"
"A727192","*Pudding","5/19/16 13:50","5/19/16 13:50","1400 E 51St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue Tabby/White"
"A727193","Gigi","5/19/16 13:56","5/19/16 13:56","Corona Dr & Nassau Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","6 years","Rhod Ridgeback Mix","Brown/Black"
"A727165","Bess","5/19/16 14:04","5/19/16 14:04","Enfield And Marshall Ln in Austin (TX)","Stray","Normal","Dog","Spayed Female","11 months","Plott Hound Mix","Black/Brown Brindle"
"A727194","*Mia","5/19/16 14:05","5/19/16 14:05","Lexington Rd And E Brenham Rd in Manor (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A657016","Trap","5/19/16 14:25","5/19/16 14:25","2600 Scofield Ridge Pkwy in Travis (TX)","Stray","Injured","Dog","Intact Male","3 years","Pit Bull Mix","Black/White"
"A727197","","5/19/16 14:26","5/19/16 14:26","6700 Sabrina Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Orange Tabby"
"A727198","*Gladys","5/19/16 14:41","5/19/16 14:41","1105 Tillery St in Austin (TX)","Stray","Normal","Cat","Intact Female","5 weeks","Domestic Longhair Mix","Tortie"
"A727199","*Gidget","5/19/16 14:41","5/19/16 14:41","1105 Tillery St in Austin (TX)","Stray","Normal","Cat","Intact Female","5 weeks","Domestic Longhair Mix","Black"
"A727200","","5/19/16 15:38","5/19/16 15:38","Sunny Hills Dr And Summer Wind Cir in Austin (TX)","Stray","Normal","Cat","Intact Male","3 years","Domestic Shorthair Mix","Brown Tabby/White"
"A725474","Axel","5/19/16 15:47","5/19/16 15:47","N Fm 973 And Platt Ln in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Labrador Retriever Mix","Black/White"
"A689992","Princess","5/19/16 15:47","5/19/16 15:47","N Fm 973 And Platt Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","11 months","Pit Bull Mix","Black/White"
"A727203","Peaches","5/19/16 16:06","5/19/16 16:06","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","5 months","Labrador Retriever/Rottweiler","Red"
"A727205","Luna","5/19/16 16:06","5/19/16 16:06","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Medium Hair Mix","Brown Tabby"
"A727204","*Monty","5/19/16 16:09","5/19/16 16:09","6809 Ali Cv in Austin (TX)","Stray","Normal","Dog","Intact Male","5 years","Siberian Husky Mix","White/Black"
"A727202","Rygel","5/19/16 16:19","5/19/16 16:19","17311 Lakewood Cir in Travis (TX)","Stray","Normal","Dog","Intact Male","2 years","Labrador Retriever Mix","Brown Brindle"
"A727206","Tye","5/19/16 16:24","5/19/16 16:24","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","7 months","Chihuahua Shorthair/Rottweiler","Brown Brindle"
"A727201","Mia","5/19/16 16:38","5/19/16 16:38","15107 Sabal Palm Road in Travis (TX)","Stray","Normal","Dog","Spayed Female","2 years","Chihuahua Shorthair Mix","Red"
"A727207","*Joey","5/19/16 16:42","5/19/16 16:42","7500 Meador Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Chihuahua Shorthair Mix","Tan/Buff"
"A727208","","5/19/16 16:48","5/19/16 16:48","2205 New York Ave in Austin (TX)","Stray","Normal","Cat","Unknown","5 days","Domestic Shorthair Mix","Brown Tabby"
"A727209","Ouch","5/19/16 17:11","5/19/16 17:11","1508 E 4Th St in Austin (TX)","Stray","Normal","Cat","Spayed Female","10 years","Domestic Shorthair Mix","Tortie"
"A547976","Scooby Doo","5/19/16 17:48","5/19/16 17:48","Austin (TX)","Stray","Normal","Dog","Neutered Male","16 years","Collie Rough/Irish Setter","Brown/Black"
"A727210","Negra","5/19/16 17:54","5/19/16 17:54","W William Cannon Dr & S 1St St in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Rat Terrier Mix","Black/Brown"
"A719127","Little Bit","5/19/16 18:00","5/19/16 18:00","Burnet Road And Hwy 183 in Austin (TX)","Public Assist","Normal","Dog","Spayed Female","2 years","Pit Bull Mix","Red/White"
"A727211","","5/19/16 18:05","5/19/16 18:05","Outside Jurisdiction","Stray","Normal","Cat","Unknown","3 weeks","Domestic Medium Hair Mix","Tortie"
"A658088","Zoe","5/19/16 18:17","5/19/16 18:17","Austin (TX)","Public Assist","Normal","Dog","Spayed Female","4 years","Australian Shepherd Mix","Tricolor"
"A727214","","5/19/16 18:23","5/19/16 18:23","1709 E Hwy 71 in Austin (TX)","Stray","Normal","Cat","Unknown","4 weeks","Domestic Shorthair Mix","Orange Tabby"
"A727217","*Nate","5/19/16 18:49","5/19/16 18:49","Ih 35 And Braker Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black"
"A727218","Luna","5/19/16 20:09","5/19/16 20:09","509 Seminole Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Labrador Retriever/Beagle","Brown/White"
"A691804","Centurion","5/19/16 20:09","5/19/16 20:09","509 Seminole Dr in Austin (TX)","Stray","Normal","Dog","Neutered Male","3 years","Pit Bull/Blue Lacy","Blue"
"A727219","Bongo","5/19/16 22:26","5/19/16 22:26","9200 North Plaza in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","6 years","Border Collie Mix","Black/White"
"A727220","Toby","5/19/16 22:26","5/19/16 22:26","9200 North Plaza in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","11 years","Border Collie Mix","Black/White"
"A673279","Batter","5/20/16 9:01","5/20/16 9:01","Alta Vista Ave in Austin (TX)","Stray","Injured","Dog","Neutered Male","8 years","Toy Poodle/Bichon Frise","Buff"
"A727223","Lucky","5/20/16 9:11","5/20/16 9:11","Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair Mix","Tricolor"
"A727224","","5/20/16 9:28","5/20/16 9:28","1800 Bissel St in Austin (TX)","Wildlife","Normal","Bird","Intact Female","5 years","Peafowl Mix","Brown/Green"
"A718091","Ghost","5/20/16 9:52","5/20/16 9:52","5201 Ross Rd in Austin (TX)","Stray","Normal","Dog","Neutered Male","1 year","Siberian Husky Mix","White"
"A727259","*Anya","5/20/16 12:56","5/20/16 12:56","Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Tortie"
"A727225","Peanut","5/20/16 10:15","5/20/16 10:15","2815 E Sh 71 in Travis (TX)","Stray","Normal","Dog","Intact Male","2 years","Pembroke Welsh Corgi Mix","Brown/White"
"A727226","*Robinson","5/20/16 10:15","5/20/16 10:15","2815 E Sh 71 in Travis (TX)","Stray","Normal","Dog","Intact Male","2 years","Dachshund Mix","Brown"
"A727228","*Webster","5/20/16 11:00","5/20/16 11:00","Riverside And Riverside in Austin (TX)","Stray","Injured","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue Tabby"
"A727229","*Amelia","5/20/16 11:05","5/20/16 11:05","2603 S Congress in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black/White"
"A727230","Hunter","5/20/16 11:08","5/20/16 11:08","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","7 years","Domestic Shorthair Mix","Black"
"A725733","Madden","5/20/16 11:15","5/20/16 11:15","Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered Male","11 years","Cocker Spaniel/Miniature Poodle","Buff"
"A727231","","5/20/16 11:20","5/20/16 11:20","1908 Woodland in Austin (TX)","Stray","Injured","Cat","Unknown","1 month","Domestic Shorthair Mix","Orange Tabby"
"A727232","","5/20/16 11:27","5/20/16 11:27","84 Robert Martinez in Austin (TX)","Wildlife","Injured","Other","Unknown","2 months","Squirrel Mix","Brown/Tan"
"A727233","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Black"
"A727236","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Black"
"A727237","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Blue/White"
"A727238","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Blue/White"
"A727239","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Brown Tabby"
"A727240","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Blue Tabby/White"
"A727241","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Brown Tabby"
"A727242","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","White/Brown Tabby"
"A727243","","5/20/16 11:31","5/20/16 11:31","Fm 969 And Highway 30 in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Brown Tabby/White"
"A727246","Scout","5/20/16 12:15","5/20/16 12:15","Larical Trl And Decker Ln in Austin (TX)","Stray","Normal","Dog","Intact Male","3 months","Pit Bull Mix","White/Blue"
"A727245","*Edwin","5/20/16 12:18","5/20/16 12:18","1313 Radam Circle in Austin (TX)","Stray","Injured","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Orange/White"
"A727249","Einstein","5/20/16 12:24","5/20/16 12:24","E William Cannon & Mckinney Falls Pkwy in Austin (TX)","Stray","Sick","Dog","Intact Male","1 month","Great Pyrenees/Labrador Retriever","White/White"
"A727248","*Mocha","5/20/16 12:27","5/20/16 12:27","Fall Creek Rd And Wild River Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Labrador Retriever Mix","Chocolate"
"A727250","*Markie","5/20/16 12:38","5/20/16 12:38","E Stassney Ln And Ponciana Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","White/Cream"
"A727251","*Mikey","5/20/16 12:38","5/20/16 12:38","E Stassney Ln And Ponciana Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Cream Tabby/White"
"A727252","Annie","5/20/16 12:42","5/20/16 12:42","Westgate Blvd And Finch in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Dachshund/Chihuahua Shorthair","Cream"
"A726944","*Sweet Pea","5/20/16 12:48","5/20/16 12:48","Travis (TX)","Owner Surrender","Normal","Dog","Intact Female","10 years","Labrador Retriever Mix","Black"
"A727254","*Dale","5/20/16 12:50","5/20/16 12:50","Springdale Rd & 7Th St in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Medium Hair Mix","Orange Tabby/White"
"A727256","*Buffy","5/20/16 12:56","5/20/16 12:56","Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Calico"
"A727257","*Xander","5/20/16 12:56","5/20/16 12:56","Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Blue Tabby"
"A727258","*Willow","5/20/16 12:56","5/20/16 12:56","Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Tortie"
"A727260","*Angel","5/20/16 12:56","5/20/16 12:56","Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727261","*Spike","5/20/16 12:56","5/20/16 12:56","Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727262","","5/20/16 13:19","5/20/16 13:19","Del Valle (TX)","Owner Surrender","Sick","Cat","Unknown","2 weeks","Domestic Shorthair Mix","Brown Tabby/White"
"A727263","Puma","5/20/16 13:29","5/20/16 13:29","5201 Ross Road in Del Valle (TX)","Stray","Normal","Dog","Intact Female","2 months","Labrador Retriever Mix","Black/White"
"A727265","Scooter","5/20/16 13:39","5/20/16 13:39","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","9 years","Siamese Mix","Chocolate Point"
"A727267","Muffin","5/20/16 13:39","5/20/16 13:39","Travis (TX)","Owner Surrender","Normal","Cat","Spayed Female","12 years","Domestic Shorthair Mix","Brown Tabby/Black"
"A727268","Annie","5/20/16 13:58","5/20/16 13:58","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","8 years","Basset Hound Mix","Tan/White"
"A727255","Elvis","5/20/16 14:25","5/20/16 14:25","Austin (TX)","Public Assist","Normal","Cat","Neutered Male","7 years","Domestic Longhair Mix","Brown Tabby"
"A727273","","5/20/16 14:47","5/20/16 14:47","10710 Moore Rd in Austin (TX)","Stray","Nursing","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","White/Orange"
"A727274","","5/20/16 14:47","5/20/16 14:47","10710 Moore Rd in Austin (TX)","Stray","Nursing","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","White/Blue"
"A727275","","5/20/16 14:47","5/20/16 14:47","10710 Moore Rd in Austin (TX)","Stray","Nursing","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Brown Tabby/Black"
"A727276","","5/20/16 14:47","5/20/16 14:47","10710 Moore Rd in Austin (TX)","Stray","Nursing","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Brown Tabby/Black"
"A722016","Marley","5/20/16 15:08","5/20/16 15:08","Goodwin And Airport in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Pit Bull Mix","Brown"
"A727277","*Hank","5/20/16 15:13","5/20/16 15:13","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black"
"A727279","*Jill","5/20/16 15:13","5/20/16 15:13","4913 Hudson in Austin (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Medium Hair Mix","Black"
"A727280","*Hershey","5/20/16 15:13","5/20/16 15:13","4913 Hudson in Austin (TX)","Stray","Sick","Cat","Intact Male","4 weeks","Domestic Medium Hair Mix","Black"
"A727281","*Button","5/20/16 15:13","5/20/16 15:13","4913 Hudson in Austin (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","White/Black"
"A727284","Cookie","5/20/16 15:22","5/20/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","3 years","Labrador Retriever","White"
"A727285","Hercules","5/20/16 15:22","5/20/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","6 years","Pit Bull Mix","Tan/White"
"A727287","Bubba","5/20/16 15:22","5/20/16 15:22","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","4 years","Pit Bull Mix","Chocolate/White"
"A727286","*Fern","5/20/16 15:26","5/20/16 15:26","11111 Renel St in Austin (TX)","Stray","Normal","Dog","Intact Female","3 years","Norwich Terrier","Tan"
"A727289","","5/20/16 15:47","5/20/16 15:47","8105 Linden Rd in Del Valle (TX)","Stray","Normal","Dog","Intact Male","4 months","Pit Bull Mix","Brown/Tan"
"A727292","","5/20/16 16:05","5/20/16 16:05","2010 Conestoga Trail #A in Austin (TX)","Stray","Injured","Dog","Intact Female","1 year","Pit Bull Mix","Brown"
"A727215","Chelan","5/20/16 16:12","5/20/16 16:12","3001 Onslow Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","7 years","Great Pyrenees Mix","White"
"A727294","Smokey","5/20/16 17:19","5/20/16 17:19","12545 Riata Vista Cir in Austin (TX)","Stray","Normal","Dog","Intact Male","3 years","Pit Bull Mix","Black/White"
"A620515","Jake","5/20/16 17:23","5/20/16 17:23","Travis (TX)","Public Assist","Normal","Dog","Neutered Male","9 years","Pit Bull Mix","White/Black"
"A727295","Diego","5/20/16 17:32","5/20/16 17:32","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","4 years","Boxer Mix","Tricolor"
"A727222","Cindy","5/20/16 17:49","5/20/16 17:49","4604 Fallenash Dr in Travis (TX)","Public Assist","Normal","Dog","Spayed Female","2 years","Jack Russell Terrier","White/Brown"
"A727296","","5/20/16 18:12","5/20/16 18:12","Palo Blanco And Stassney in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Pembroke Welsh Corgi Mix","Tricolor"
"A727298","Rooey","5/20/16 18:30","5/20/16 18:30","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","6 years","Rat Terrier Mix","Tan/White"
"A727301","Rooey Girl","5/20/16 18:30","5/20/16 18:30","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","6 years","Rat Terrier Mix","White/Tan"
"A727302","Happy","5/20/16 18:30","5/20/16 18:30","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","11 years","Rat Terrier Mix","White/Black"
"A727299","","5/20/16 18:31","5/20/16 18:31","707 E Cesar Chavez St, in Austin (TX)","Stray","Normal","Dog","Intact Male","2 weeks","Labrador Retriever Mix","Yellow"
"A727300","","5/20/16 18:31","5/20/16 18:31","707 E Cesar Chavez St, in Austin (TX)","Stray","Normal","Dog","Intact Male","2 weeks","Labrador Retriever Mix","Black"
"A727304","Gizmo","5/20/16 19:10","5/20/16 19:10","801 Tillery St in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Yorkshire Terrier Mix","Tricolor"
"A722070","Beethoven","5/20/16 19:18","5/20/16 19:18","Austin (TX)","Public Assist","Normal","Dog","Neutered Male","6 years","Australian Cattle Dog Mix","Black/Brown"
"A727306","*Ivy","5/20/16 19:21","5/20/16 19:21","Austin (TX)","Owner Surrender","Pregnant","Dog","Intact Female","5 years","Pit Bull Mix","Black/White"
"A727308","Jeti","5/20/16 21:45","5/20/16 21:45","306 W Rundberg in Austin (TX)","Stray","Injured","Dog","Intact Male","5 years","Shih Tzu Mix","Black"
"A727310","","5/20/16 23:55","5/20/16 23:55","1503 Fairfield Drive in Austin (TX)","Stray","Injured","Cat","Unknown","2 years","Domestic Medium Hair Mix","Black"
"A714836","Desiree","5/21/16 0:00","5/21/16 0:00","Rundberg Ln & North Gate Blvd in Austin (TX)","Stray","Normal","Dog","Spayed Female","2 years","Border Collie Mix","White/Brown"
"A727311","*Quincy","5/21/16 8:21","5/21/16 8:21","South Congress & West Stassney in Austin (TX)","Stray","Normal","Dog","Neutered Male","10 years","Rat Terrier Mix","White"
